rsi_timeperiod,rsi_lower,rsi_width,roc_timeperiod,roc_lower,roc_width,rebalance_freq,rsi,roc,freq,value
35,70,20,2,0.01,0.95,15,"(35, 70, 20)","(2, 0.01, 0.95)",15,0.449316788
35,70,30,2,0.01,0.05,5,"(35, 70, 30)","(2, 0.01, 0.05)",5,-0.618698101
35,70,30,2,0.01,0.35,15,"(35, 70, 30)","(2, 0.01, 0.35)",15,0.449316788
35,70,30,2,0.01,0.65,5,"(35, 70, 30)","(2, 0.01, 0.65)",5,-0.618698101
35,70,30,2,0.01,0.95,15,"(35, 70, 30)","(2, 0.01, 0.95)",15,0.449316788
5,70,20,42,0.11,0.95,5,"(5, 70, 20)","(42, 0.11, 0.95)",5,-0.031793814
5,70,20,42,0.11,0.65,15,"(5, 70, 20)","(42, 0.11, 0.65)",15,
5,70,30,62,0.11,0.05,5,"(5, 70, 30)","(62, 0.11, 0.05)",5,-0.389987782
5,70,30,42,0.11,0.95,15,"(5, 70, 30)","(42, 0.11, 0.95)",15,
5,70,30,42,0.11,0.65,5,"(5, 70, 30)","(42, 0.11, 0.65)",5,-0.389987782
35,70,10,2,0.01,0.05,15,"(35, 70, 10)","(2, 0.01, 0.05)",15,
35,70,10,2,0.01,0.35,5,"(35, 70, 10)","(2, 0.01, 0.35)",5,-0.389987782
35,70,10,2,0.01,0.65,15,"(35, 70, 10)","(2, 0.01, 0.65)",15,
35,70,10,2,0.01,0.95,5,"(35, 70, 10)","(2, 0.01, 0.95)",5,
5,70,10,42,0.11,0.35,15,"(5, 70, 10)","(42, 0.11, 0.35)",15,
5,70,10,42,0.11,0.65,5,"(5, 70, 10)","(42, 0.11, 0.65)",5,-0.376992752
65,40,30,2,0.01,0.35,15,"(65, 40, 30)","(2, 0.01, 0.35)",15,0.268013912
65,40,30,2,0.01,0.65,5,"(65, 40, 30)","(2, 0.01, 0.65)",5,-0.376992752
65,40,30,2,0.01,0.95,15,"(65, 40, 30)","(2, 0.01, 0.95)",15,0.268013912
5,70,10,42,0.11,0.95,5,"(5, 70, 10)","(42, 0.11, 0.95)",5,-0.376992752
95,40,10,2,0.01,0.35,15,"(95, 40, 10)","(2, 0.01, 0.35)",15,0.268013912
95,40,10,2,0.01,0.65,5,"(95, 40, 10)","(2, 0.01, 0.65)",5,-0.537549274
95,40,10,2,0.01,0.95,15,"(95, 40, 10)","(2, 0.01, 0.95)",15,
5,70,10,42,0.01,0.35,5,"(5, 70, 10)","(42, 0.01, 0.35)",5,-0.620215091
5,70,10,42,0.01,0.65,15,"(5, 70, 10)","(42, 0.01, 0.65)",15,
5,70,10,42,0.01,0.95,5,"(5, 70, 10)","(42, 0.01, 0.95)",5,-0.620215091
35,70,20,22,0.01,0.35,15,"(35, 70, 20)","(22, 0.01, 0.35)",15,
35,70,20,22,0.01,0.65,5,"(35, 70, 20)","(22, 0.01, 0.65)",5,-0.620215091
35,70,20,22,0.01,0.95,15,"(35, 70, 20)","(22, 0.01, 0.95)",15,
35,70,30,22,0.01,0.35,5,"(35, 70, 30)","(22, 0.01, 0.35)",5,-0.363612707
35,70,30,22,0.01,0.65,15,"(35, 70, 30)","(22, 0.01, 0.65)",15,
35,70,30,22,0.01,0.95,5,"(35, 70, 30)","(22, 0.01, 0.95)",5,-0.363612707
35,70,10,22,0.01,0.35,15,"(35, 70, 10)","(22, 0.01, 0.35)",15,
35,70,10,22,0.01,0.65,5,"(35, 70, 10)","(22, 0.01, 0.65)",5,-0.363612707
35,70,10,22,0.01,0.95,15,"(35, 70, 10)","(22, 0.01, 0.95)",15,
5,70,10,62,0.11,0.05,5,"(5, 70, 10)","(62, 0.11, 0.05)",5,-0.363612707
35,70,10,42,0.01,0.35,15,"(35, 70, 10)","(42, 0.01, 0.35)",15,
35,70,20,42,0.01,0.35,5,"(35, 70, 20)","(42, 0.01, 0.35)",5,
35,70,30,42,0.01,0.35,15,"(35, 70, 30)","(42, 0.01, 0.35)",15,
35,70,10,42,0.01,0.65,5,"(35, 70, 10)","(42, 0.01, 0.65)",5,
35,70,10,42,0.01,0.95,15,"(35, 70, 10)","(42, 0.01, 0.95)",15,
35,70,20,42,0.01,0.65,5,"(35, 70, 20)","(42, 0.01, 0.65)",5,
35,70,20,42,0.01,0.95,15,"(35, 70, 20)","(42, 0.01, 0.95)",15,
35,70,30,42,0.01,0.65,5,"(35, 70, 30)","(42, 0.01, 0.65)",5,
35,70,30,42,0.01,0.95,15,"(35, 70, 30)","(42, 0.01, 0.95)",15,
5,70,30,62,0.11,0.35,5,"(5, 70, 30)","(62, 0.11, 0.35)",5,
5,70,30,62,0.11,0.65,15,"(5, 70, 30)","(62, 0.11, 0.65)",15,
5,70,30,62,0.11,0.95,5,"(5, 70, 30)","(62, 0.11, 0.95)",5,
5,70,20,62,0.11,0.35,15,"(5, 70, 20)","(62, 0.11, 0.35)",15,
5,70,20,62,0.11,0.65,5,"(5, 70, 20)","(62, 0.11, 0.65)",5,
5,70,20,62,0.11,0.95,15,"(5, 70, 20)","(62, 0.11, 0.95)",15,
5,70,10,62,0.11,0.35,5,"(5, 70, 10)","(62, 0.11, 0.35)",5,
5,70,10,62,0.11,0.65,15,"(5, 70, 10)","(62, 0.11, 0.65)",15,
5,70,10,62,0.11,0.95,5,"(5, 70, 10)","(62, 0.11, 0.95)",5,
5,10,10,2,0.11,0.05,15,"(5, 10, 10)","(2, 0.11, 0.05)",15,
5,10,10,2,0.11,0.05,5,"(5, 10, 10)","(2, 0.11, 0.05)",5,
5,10,10,2,0.11,0.35,15,"(5, 10, 10)","(2, 0.11, 0.35)",15,
5,10,10,2,0.11,0.35,5,"(5, 10, 10)","(2, 0.11, 0.35)",5,
5,10,10,2,0.11,0.65,15,"(5, 10, 10)","(2, 0.11, 0.65)",15,
5,10,10,2,0.11,0.65,5,"(5, 10, 10)","(2, 0.11, 0.65)",5,
5,10,10,2,0.11,0.95,15,"(5, 10, 10)","(2, 0.11, 0.95)",15,
5,10,10,2,0.11,0.95,5,"(5, 10, 10)","(2, 0.11, 0.95)",5,
5,10,10,2,0.21,0.05,15,"(5, 10, 10)","(2, 0.21, 0.05)",15,
5,10,10,2,0.21,0.05,5,"(5, 10, 10)","(2, 0.21, 0.05)",5,
5,10,10,2,0.21,0.35,15,"(5, 10, 10)","(2, 0.21, 0.35)",15,
5,10,10,2,0.21,0.35,5,"(5, 10, 10)","(2, 0.21, 0.35)",5,
5,10,10,2,0.21,0.65,15,"(5, 10, 10)","(2, 0.21, 0.65)",15,
5,10,10,2,0.21,0.65,5,"(5, 10, 10)","(2, 0.21, 0.65)",5,
5,10,10,2,0.21,0.95,15,"(5, 10, 10)","(2, 0.21, 0.95)",15,
5,10,10,2,0.21,0.95,5,"(5, 10, 10)","(2, 0.21, 0.95)",5,
5,10,10,22,0.01,0.05,15,"(5, 10, 10)","(22, 0.01, 0.05)",15,
5,10,10,22,0.01,0.35,5,"(5, 10, 10)","(22, 0.01, 0.35)",5,
5,10,10,22,0.01,0.65,15,"(5, 10, 10)","(22, 0.01, 0.65)",15,
5,10,10,22,0.01,0.95,5,"(5, 10, 10)","(22, 0.01, 0.95)",5,
5,10,10,22,0.11,0.05,15,"(5, 10, 10)","(22, 0.11, 0.05)",15,
5,10,10,22,0.11,0.05,5,"(5, 10, 10)","(22, 0.11, 0.05)",5,
5,10,10,22,0.11,0.35,15,"(5, 10, 10)","(22, 0.11, 0.35)",15,
5,10,10,22,0.11,0.35,5,"(5, 10, 10)","(22, 0.11, 0.35)",5,
5,10,10,22,0.11,0.65,15,"(5, 10, 10)","(22, 0.11, 0.65)",15,
5,10,10,22,0.11,0.65,5,"(5, 10, 10)","(22, 0.11, 0.65)",5,
5,10,10,22,0.11,0.95,15,"(5, 10, 10)","(22, 0.11, 0.95)",15,
5,10,10,22,0.11,0.95,5,"(5, 10, 10)","(22, 0.11, 0.95)",5,
5,10,10,22,0.21,0.05,15,"(5, 10, 10)","(22, 0.21, 0.05)",15,
5,10,10,22,0.21,0.05,5,"(5, 10, 10)","(22, 0.21, 0.05)",5,
5,10,10,22,0.21,0.35,15,"(5, 10, 10)","(22, 0.21, 0.35)",15,
5,10,10,22,0.21,0.35,5,"(5, 10, 10)","(22, 0.21, 0.35)",5,
5,10,10,22,0.21,0.65,15,"(5, 10, 10)","(22, 0.21, 0.65)",15,
5,10,10,22,0.21,0.65,5,"(5, 10, 10)","(22, 0.21, 0.65)",5,
5,10,10,22,0.21,0.95,15,"(5, 10, 10)","(22, 0.21, 0.95)",15,
5,10,10,22,0.21,0.95,5,"(5, 10, 10)","(22, 0.21, 0.95)",5,
5,10,10,42,0.11,0.05,15,"(5, 10, 10)","(42, 0.11, 0.05)",15,
5,10,10,42,0.11,0.05,5,"(5, 10, 10)","(42, 0.11, 0.05)",5,
5,10,10,42,0.11,0.35,15,"(5, 10, 10)","(42, 0.11, 0.35)",15,
5,10,10,42,0.11,0.35,5,"(5, 10, 10)","(42, 0.11, 0.35)",5,
5,10,10,42,0.11,0.65,15,"(5, 10, 10)","(42, 0.11, 0.65)",15,
5,10,10,42,0.11,0.65,5,"(5, 10, 10)","(42, 0.11, 0.65)",5,
5,10,10,42,0.11,0.95,15,"(5, 10, 10)","(42, 0.11, 0.95)",15,
5,10,10,42,0.11,0.95,5,"(5, 10, 10)","(42, 0.11, 0.95)",5,
5,10,10,42,0.21,0.05,15,"(5, 10, 10)","(42, 0.21, 0.05)",15,
5,10,10,42,0.21,0.05,5,"(5, 10, 10)","(42, 0.21, 0.05)",5,
5,10,10,42,0.21,0.35,15,"(5, 10, 10)","(42, 0.21, 0.35)",15,
5,10,10,42,0.21,0.35,5,"(5, 10, 10)","(42, 0.21, 0.35)",5,
5,10,10,42,0.21,0.65,15,"(5, 10, 10)","(42, 0.21, 0.65)",15,
5,10,10,42,0.21,0.65,5,"(5, 10, 10)","(42, 0.21, 0.65)",5,
5,10,10,42,0.21,0.95,15,"(5, 10, 10)","(42, 0.21, 0.95)",15,
5,10,10,42,0.21,0.95,5,"(5, 10, 10)","(42, 0.21, 0.95)",5,
5,10,10,62,0.11,0.05,15,"(5, 10, 10)","(62, 0.11, 0.05)",15,
5,10,10,62,0.11,0.05,5,"(5, 10, 10)","(62, 0.11, 0.05)",5,
5,10,10,62,0.11,0.35,15,"(5, 10, 10)","(62, 0.11, 0.35)",15,
5,10,10,62,0.11,0.35,5,"(5, 10, 10)","(62, 0.11, 0.35)",5,
5,10,10,62,0.11,0.65,15,"(5, 10, 10)","(62, 0.11, 0.65)",15,
5,10,10,62,0.11,0.65,5,"(5, 10, 10)","(62, 0.11, 0.65)",5,
5,10,10,62,0.11,0.95,15,"(5, 10, 10)","(62, 0.11, 0.95)",15,
5,10,10,62,0.11,0.95,5,"(5, 10, 10)","(62, 0.11, 0.95)",5,
5,10,10,62,0.21,0.05,15,"(5, 10, 10)","(62, 0.21, 0.05)",15,
5,10,10,62,0.21,0.05,5,"(5, 10, 10)","(62, 0.21, 0.05)",5,
5,10,10,62,0.21,0.35,15,"(5, 10, 10)","(62, 0.21, 0.35)",15,
5,10,10,62,0.21,0.35,5,"(5, 10, 10)","(62, 0.21, 0.35)",5,
5,10,10,62,0.21,0.65,15,"(5, 10, 10)","(62, 0.21, 0.65)",15,
5,10,10,62,0.21,0.65,5,"(5, 10, 10)","(62, 0.21, 0.65)",5,
5,10,10,62,0.21,0.95,15,"(5, 10, 10)","(62, 0.21, 0.95)",15,
5,10,10,62,0.21,0.95,5,"(5, 10, 10)","(62, 0.21, 0.95)",5,
5,10,20,2,0.11,0.05,15,"(5, 10, 20)","(2, 0.11, 0.05)",15,
5,10,20,2,0.11,0.05,5,"(5, 10, 20)","(2, 0.11, 0.05)",5,
5,10,20,2,0.11,0.35,15,"(5, 10, 20)","(2, 0.11, 0.35)",15,
5,10,20,2,0.11,0.35,5,"(5, 10, 20)","(2, 0.11, 0.35)",5,
5,10,20,2,0.11,0.65,15,"(5, 10, 20)","(2, 0.11, 0.65)",15,
5,10,20,2,0.11,0.65,5,"(5, 10, 20)","(2, 0.11, 0.65)",5,
5,10,20,2,0.11,0.95,15,"(5, 10, 20)","(2, 0.11, 0.95)",15,
5,10,20,2,0.11,0.95,5,"(5, 10, 20)","(2, 0.11, 0.95)",5,
5,10,20,2,0.21,0.05,15,"(5, 10, 20)","(2, 0.21, 0.05)",15,
5,10,20,2,0.21,0.05,5,"(5, 10, 20)","(2, 0.21, 0.05)",5,
5,10,20,2,0.21,0.35,15,"(5, 10, 20)","(2, 0.21, 0.35)",15,
5,10,20,2,0.21,0.35,5,"(5, 10, 20)","(2, 0.21, 0.35)",5,
5,10,20,2,0.21,0.65,15,"(5, 10, 20)","(2, 0.21, 0.65)",15,
5,10,20,2,0.21,0.65,5,"(5, 10, 20)","(2, 0.21, 0.65)",5,
5,10,20,2,0.21,0.95,15,"(5, 10, 20)","(2, 0.21, 0.95)",15,
5,10,20,2,0.21,0.95,5,"(5, 10, 20)","(2, 0.21, 0.95)",5,
5,10,20,22,0.11,0.05,15,"(5, 10, 20)","(22, 0.11, 0.05)",15,
5,10,20,22,0.11,0.05,5,"(5, 10, 20)","(22, 0.11, 0.05)",5,
5,10,20,22,0.11,0.35,15,"(5, 10, 20)","(22, 0.11, 0.35)",15,
5,10,20,22,0.11,0.35,5,"(5, 10, 20)","(22, 0.11, 0.35)",5,
5,10,20,22,0.11,0.65,15,"(5, 10, 20)","(22, 0.11, 0.65)",15,
5,10,20,22,0.11,0.65,5,"(5, 10, 20)","(22, 0.11, 0.65)",5,
5,10,20,22,0.11,0.95,15,"(5, 10, 20)","(22, 0.11, 0.95)",15,
5,10,20,22,0.11,0.95,5,"(5, 10, 20)","(22, 0.11, 0.95)",5,
5,10,20,22,0.21,0.05,15,"(5, 10, 20)","(22, 0.21, 0.05)",15,
5,10,20,22,0.21,0.05,5,"(5, 10, 20)","(22, 0.21, 0.05)",5,
5,10,20,22,0.21,0.35,15,"(5, 10, 20)","(22, 0.21, 0.35)",15,
5,10,20,22,0.21,0.35,5,"(5, 10, 20)","(22, 0.21, 0.35)",5,
5,10,20,22,0.21,0.65,15,"(5, 10, 20)","(22, 0.21, 0.65)",15,
5,10,20,22,0.21,0.65,5,"(5, 10, 20)","(22, 0.21, 0.65)",5,
5,10,20,22,0.21,0.95,15,"(5, 10, 20)","(22, 0.21, 0.95)",15,
5,10,20,22,0.21,0.95,5,"(5, 10, 20)","(22, 0.21, 0.95)",5,
5,10,20,42,0.21,0.05,15,"(5, 10, 20)","(42, 0.21, 0.05)",15,
5,10,20,42,0.21,0.05,5,"(5, 10, 20)","(42, 0.21, 0.05)",5,
5,10,20,42,0.21,0.35,15,"(5, 10, 20)","(42, 0.21, 0.35)",15,
5,10,20,42,0.21,0.35,5,"(5, 10, 20)","(42, 0.21, 0.35)",5,
5,10,20,42,0.21,0.65,15,"(5, 10, 20)","(42, 0.21, 0.65)",15,
5,10,20,42,0.21,0.65,5,"(5, 10, 20)","(42, 0.21, 0.65)",5,
5,10,20,42,0.21,0.95,15,"(5, 10, 20)","(42, 0.21, 0.95)",15,
5,10,20,42,0.21,0.95,5,"(5, 10, 20)","(42, 0.21, 0.95)",5,
5,10,20,62,0.11,0.05,15,"(5, 10, 20)","(62, 0.11, 0.05)",15,
5,10,20,62,0.11,0.35,5,"(5, 10, 20)","(62, 0.11, 0.35)",5,
5,10,20,62,0.11,0.65,15,"(5, 10, 20)","(62, 0.11, 0.65)",15,
5,10,20,62,0.11,0.95,5,"(5, 10, 20)","(62, 0.11, 0.95)",5,
5,10,20,62,0.21,0.05,15,"(5, 10, 20)","(62, 0.21, 0.05)",15,
5,10,20,62,0.21,0.05,5,"(5, 10, 20)","(62, 0.21, 0.05)",5,
5,10,20,62,0.21,0.35,15,"(5, 10, 20)","(62, 0.21, 0.35)",15,
5,10,20,62,0.21,0.65,5,"(5, 10, 20)","(62, 0.21, 0.65)",5,
5,10,20,62,0.21,0.95,15,"(5, 10, 20)","(62, 0.21, 0.95)",15,
5,10,30,2,0.11,0.05,5,"(5, 10, 30)","(2, 0.11, 0.05)",5,
5,10,30,2,0.11,0.35,15,"(5, 10, 30)","(2, 0.11, 0.35)",15,
5,10,30,2,0.11,0.65,5,"(5, 10, 30)","(2, 0.11, 0.65)",5,
5,10,30,2,0.11,0.95,15,"(5, 10, 30)","(2, 0.11, 0.95)",15,
5,10,30,2,0.21,0.05,5,"(5, 10, 30)","(2, 0.21, 0.05)",5,
5,10,30,2,0.21,0.05,15,"(5, 10, 30)","(2, 0.21, 0.05)",15,
5,10,30,2,0.21,0.35,5,"(5, 10, 30)","(2, 0.21, 0.35)",5,
5,10,30,2,0.21,0.35,15,"(5, 10, 30)","(2, 0.21, 0.35)",15,
5,10,30,2,0.21,0.65,5,"(5, 10, 30)","(2, 0.21, 0.65)",5,
5,10,30,2,0.21,0.65,15,"(5, 10, 30)","(2, 0.21, 0.65)",15,
5,10,30,2,0.21,0.95,5,"(5, 10, 30)","(2, 0.21, 0.95)",5,
5,10,30,2,0.21,0.95,15,"(5, 10, 30)","(2, 0.21, 0.95)",15,
5,10,30,22,0.11,0.05,5,"(5, 10, 30)","(22, 0.11, 0.05)",5,
5,10,30,22,0.11,0.05,15,"(5, 10, 30)","(22, 0.11, 0.05)",15,
5,10,30,22,0.11,0.35,5,"(5, 10, 30)","(22, 0.11, 0.35)",5,
5,10,30,22,0.11,0.35,15,"(5, 10, 30)","(22, 0.11, 0.35)",15,
5,10,30,22,0.11,0.65,5,"(5, 10, 30)","(22, 0.11, 0.65)",5,
5,10,30,22,0.11,0.65,15,"(5, 10, 30)","(22, 0.11, 0.65)",15,
5,10,30,22,0.11,0.95,5,"(5, 10, 30)","(22, 0.11, 0.95)",5,
5,10,30,22,0.11,0.95,15,"(5, 10, 30)","(22, 0.11, 0.95)",15,
5,10,30,22,0.21,0.05,5,"(5, 10, 30)","(22, 0.21, 0.05)",5,
5,10,30,22,0.21,0.05,15,"(5, 10, 30)","(22, 0.21, 0.05)",15,
5,10,30,22,0.21,0.35,5,"(5, 10, 30)","(22, 0.21, 0.35)",5,
5,10,30,22,0.21,0.35,15,"(5, 10, 30)","(22, 0.21, 0.35)",15,
5,10,30,22,0.21,0.65,5,"(5, 10, 30)","(22, 0.21, 0.65)",5,
5,10,30,22,0.21,0.65,15,"(5, 10, 30)","(22, 0.21, 0.65)",15,
5,10,30,22,0.21,0.95,5,"(5, 10, 30)","(22, 0.21, 0.95)",5,
5,10,30,22,0.21,0.95,15,"(5, 10, 30)","(22, 0.21, 0.95)",15,
5,10,30,62,0.21,0.05,5,"(5, 10, 30)","(62, 0.21, 0.05)",5,
5,10,30,62,0.21,0.35,15,"(5, 10, 30)","(62, 0.21, 0.35)",15,
5,10,30,62,0.21,0.65,5,"(5, 10, 30)","(62, 0.21, 0.65)",5,
5,10,30,62,0.21,0.95,15,"(5, 10, 30)","(62, 0.21, 0.95)",15,
5,40,10,2,0.21,0.05,5,"(5, 40, 10)","(2, 0.21, 0.05)",5,
5,40,10,2,0.21,0.05,15,"(5, 40, 10)","(2, 0.21, 0.05)",15,
5,40,10,2,0.21,0.35,5,"(5, 40, 10)","(2, 0.21, 0.35)",5,
5,40,10,2,0.21,0.35,15,"(5, 40, 10)","(2, 0.21, 0.35)",15,
5,40,10,2,0.21,0.65,5,"(5, 40, 10)","(2, 0.21, 0.65)",5,
5,40,10,2,0.21,0.65,15,"(5, 40, 10)","(2, 0.21, 0.65)",15,
5,40,10,2,0.21,0.95,5,"(5, 40, 10)","(2, 0.21, 0.95)",5,
5,40,10,2,0.21,0.95,15,"(5, 40, 10)","(2, 0.21, 0.95)",15,
5,40,10,42,0.21,0.05,5,"(5, 40, 10)","(42, 0.21, 0.05)",5,
5,40,10,42,0.21,0.05,15,"(5, 40, 10)","(42, 0.21, 0.05)",15,
5,40,20,2,0.21,0.05,5,"(5, 40, 20)","(2, 0.21, 0.05)",5,
5,40,20,2,0.21,0.35,15,"(5, 40, 20)","(2, 0.21, 0.35)",15,
5,40,20,2,0.21,0.65,5,"(5, 40, 20)","(2, 0.21, 0.65)",5,
5,40,20,2,0.21,0.95,15,"(5, 40, 20)","(2, 0.21, 0.95)",15,
5,40,20,42,0.21,0.05,5,"(5, 40, 20)","(42, 0.21, 0.05)",5,
5,40,20,42,0.21,0.05,15,"(5, 40, 20)","(42, 0.21, 0.05)",15,
5,40,30,2,0.21,0.05,5,"(5, 40, 30)","(2, 0.21, 0.05)",5,
5,40,30,2,0.21,0.35,15,"(5, 40, 30)","(2, 0.21, 0.35)",15,
5,40,30,2,0.21,0.65,5,"(5, 40, 30)","(2, 0.21, 0.65)",5,
5,40,30,2,0.21,0.95,15,"(5, 40, 30)","(2, 0.21, 0.95)",15,
5,70,10,2,0.11,0.05,5,"(5, 70, 10)","(2, 0.11, 0.05)",5,
5,70,10,2,0.11,0.05,15,"(5, 70, 10)","(2, 0.11, 0.05)",15,
5,70,10,2,0.11,0.35,5,"(5, 70, 10)","(2, 0.11, 0.35)",5,
5,70,10,2,0.11,0.35,15,"(5, 70, 10)","(2, 0.11, 0.35)",15,
5,70,10,2,0.11,0.65,5,"(5, 70, 10)","(2, 0.11, 0.65)",5,
5,70,10,2,0.11,0.65,15,"(5, 70, 10)","(2, 0.11, 0.65)",15,
5,70,10,2,0.11,0.95,5,"(5, 70, 10)","(2, 0.11, 0.95)",5,0.113111601
5,70,10,2,0.11,0.95,15,"(5, 70, 10)","(2, 0.11, 0.95)",15,-0.400236739
5,70,10,2,0.21,0.05,5,"(5, 70, 10)","(2, 0.21, 0.05)",5,0.007179294
5,70,10,2,0.21,0.05,15,"(5, 70, 10)","(2, 0.21, 0.05)",15,-0.288552645
5,70,10,2,0.21,0.35,5,"(5, 70, 10)","(2, 0.21, 0.35)",5,0.007179294
5,70,10,2,0.21,0.35,15,"(5, 70, 10)","(2, 0.21, 0.35)",15,-0.288552645
5,70,10,2,0.21,0.65,5,"(5, 70, 10)","(2, 0.21, 0.65)",5,0.007179294
5,70,10,2,0.21,0.65,15,"(5, 70, 10)","(2, 0.21, 0.65)",15,-0.288552645
5,70,10,2,0.21,0.95,5,"(5, 70, 10)","(2, 0.21, 0.95)",5,0.37135836
5,70,10,2,0.21,0.95,15,"(5, 70, 10)","(2, 0.21, 0.95)",15,
5,70,20,2,0.11,0.05,5,"(5, 70, 20)","(2, 0.11, 0.05)",5,0.167761754
5,70,20,2,0.11,0.05,15,"(5, 70, 20)","(2, 0.11, 0.05)",15,
5,70,20,2,0.11,0.35,5,"(5, 70, 20)","(2, 0.11, 0.35)",5,0.167761754
5,70,20,2,0.11,0.35,15,"(5, 70, 20)","(2, 0.11, 0.35)",15,
5,70,20,2,0.11,0.65,5,"(5, 70, 20)","(2, 0.11, 0.65)",5,0.167761754
5,70,20,2,0.11,0.65,15,"(5, 70, 20)","(2, 0.11, 0.65)",15,
5,70,20,2,0.11,0.95,5,"(5, 70, 20)","(2, 0.11, 0.95)",5,
5,70,20,2,0.11,0.95,15,"(5, 70, 20)","(2, 0.11, 0.95)",15,
5,70,20,2,0.21,0.05,5,"(5, 70, 20)","(2, 0.21, 0.05)",5,
5,70,20,2,0.21,0.05,15,"(5, 70, 20)","(2, 0.21, 0.05)",15,
5,70,20,2,0.21,0.35,5,"(5, 70, 20)","(2, 0.21, 0.35)",5,
5,70,20,2,0.21,0.35,15,"(5, 70, 20)","(2, 0.21, 0.35)",15,
5,70,20,2,0.21,0.65,5,"(5, 70, 20)","(2, 0.21, 0.65)",5,
5,70,20,2,0.21,0.65,15,"(5, 70, 20)","(2, 0.21, 0.65)",15,
5,70,20,2,0.21,0.95,5,"(5, 70, 20)","(2, 0.21, 0.95)",5,-0.229744987
5,70,20,2,0.21,0.95,15,"(5, 70, 20)","(2, 0.21, 0.95)",15,-0.219239484
5,70,30,2,0.11,0.05,5,"(5, 70, 30)","(2, 0.11, 0.05)",5,0.025437472
5,70,30,2,0.11,0.05,15,"(5, 70, 30)","(2, 0.11, 0.05)",15,-0.219239484
5,70,30,2,0.11,0.35,5,"(5, 70, 30)","(2, 0.11, 0.35)",5,0.025437472
5,70,30,2,0.11,0.35,15,"(5, 70, 30)","(2, 0.11, 0.35)",15,-0.219239484
5,70,30,2,0.11,0.65,5,"(5, 70, 30)","(2, 0.11, 0.65)",5,0.025437472
5,70,30,2,0.11,0.65,15,"(5, 70, 30)","(2, 0.11, 0.65)",15,-0.219239484
5,70,30,2,0.11,0.95,5,"(5, 70, 30)","(2, 0.11, 0.95)",5,
5,70,30,2,0.11,0.95,15,"(5, 70, 30)","(2, 0.11, 0.95)",15,
5,70,30,2,0.21,0.05,5,"(5, 70, 30)","(2, 0.21, 0.05)",5,
5,70,30,2,0.21,0.05,15,"(5, 70, 30)","(2, 0.21, 0.05)",15,
5,70,30,2,0.21,0.35,5,"(5, 70, 30)","(2, 0.21, 0.35)",5,
5,70,30,2,0.21,0.35,15,"(5, 70, 30)","(2, 0.21, 0.35)",15,
5,70,30,2,0.21,0.65,5,"(5, 70, 30)","(2, 0.21, 0.65)",5,
5,70,30,2,0.21,0.65,15,"(5, 70, 30)","(2, 0.21, 0.65)",15,
5,70,30,2,0.21,0.95,5,"(5, 70, 30)","(2, 0.21, 0.95)",5,
5,70,30,2,0.21,0.95,15,"(5, 70, 30)","(2, 0.21, 0.95)",15,
35,10,10,2,0.01,0.05,5,"(35, 10, 10)","(2, 0.01, 0.05)",5,
35,10,10,2,0.01,0.05,15,"(35, 10, 10)","(2, 0.01, 0.05)",15,
35,10,10,2,0.01,0.35,5,"(35, 10, 10)","(2, 0.01, 0.35)",5,
35,10,10,2,0.01,0.35,15,"(35, 10, 10)","(2, 0.01, 0.35)",15,
35,10,10,2,0.01,0.65,5,"(35, 10, 10)","(2, 0.01, 0.65)",5,
35,10,10,2,0.01,0.65,15,"(35, 10, 10)","(2, 0.01, 0.65)",15,
35,10,10,2,0.01,0.95,5,"(35, 10, 10)","(2, 0.01, 0.95)",5,0.051978452
35,10,10,2,0.01,0.95,15,"(35, 10, 10)","(2, 0.01, 0.95)",15,
35,10,10,2,0.11,0.05,5,"(35, 10, 10)","(2, 0.11, 0.05)",5,0.051978452
35,10,10,2,0.11,0.05,15,"(35, 10, 10)","(2, 0.11, 0.05)",15,
35,10,10,2,0.11,0.35,5,"(35, 10, 10)","(2, 0.11, 0.35)",5,0.051978452
35,10,10,2,0.11,0.35,15,"(35, 10, 10)","(2, 0.11, 0.35)",15,
35,10,10,2,0.11,0.65,5,"(35, 10, 10)","(2, 0.11, 0.65)",5,0.051978452
35,10,10,2,0.11,0.65,15,"(35, 10, 10)","(2, 0.11, 0.65)",15,
35,10,10,2,0.11,0.95,5,"(35, 10, 10)","(2, 0.11, 0.95)",5,
35,10,10,2,0.11,0.95,15,"(35, 10, 10)","(2, 0.11, 0.95)",15,
35,10,10,2,0.21,0.05,5,"(35, 10, 10)","(2, 0.21, 0.05)",5,
35,10,10,2,0.21,0.05,15,"(35, 10, 10)","(2, 0.21, 0.05)",15,
35,10,10,2,0.21,0.35,5,"(35, 10, 10)","(2, 0.21, 0.35)",5,
35,10,10,2,0.21,0.35,15,"(35, 10, 10)","(2, 0.21, 0.35)",15,
35,10,10,2,0.21,0.65,5,"(35, 10, 10)","(2, 0.21, 0.65)",5,
35,10,10,2,0.21,0.65,15,"(35, 10, 10)","(2, 0.21, 0.65)",15,
35,10,10,2,0.21,0.95,5,"(35, 10, 10)","(2, 0.21, 0.95)",5,
35,10,10,2,0.21,0.95,15,"(35, 10, 10)","(2, 0.21, 0.95)",15,
35,10,10,22,0.01,0.05,5,"(35, 10, 10)","(22, 0.01, 0.05)",5,
35,10,10,22,0.01,0.05,15,"(35, 10, 10)","(22, 0.01, 0.05)",15,
